"PA","lon","lat"
1,146.208222797192,-18.9971268787894
1,146.160722494346,-18.9969175132326
1,146.416470688529,-19.2147939081373
1,146.312390803092,-19.0788775179015
1,146.388431428733,-19.0791454518295
1,146.416215019040,-19.2870896537405
1,146.179722540583,-18.9970027224261
1,146.170222504787,-18.9969603616541
1,146.255361209735,-19.0786559885507
1,146.501869990123,-19.2873433032291
1,146.293380851345,-19.078805634618
1,146.407313096437,-19.115355954169
1,146.151222509548,-18.9968741771671
1,146.378690053875,-19.1423729796954
1,146.996777859132,-19.5501033557027
1,146.996778038480,-19.5410662087075
1,147.006308015599,-19.4778058458995
1,146.977720607011,-19.4868417954751
1,146.968189589876,-19.4958775722456
1,146.977718133438,-19.5049161873700
1,146.987249151949,-19.4958799179624
1,146.987244898095,-19.5501029340581
1,147.006307665893,-19.4687686267997
1,146.996779469675,-19.4687687079451
1,146.987247735574,-19.51395429275
1,146.977719370568,-19.4958789959291
1,146.996777679685,-19.5591404936640
1,146.968191355165,-19.4868403725035
1,147.006307316381,-19.4597313986974
1,146.996778396876,-19.5229918876294
1,146.987244187739,-19.5591400718091
1,146.996779648127,-19.4597314798022
1,145.734845063373,-17.4673042630518
1,145.800817274013,-17.4586755430466
1,145.471212127760,-17.4654522653955
1,145.480627015345,-17.4655244214638
1,145.490041947889,-17.4655961321806
1,145.499456925116,-17.4656673975366
1,145.508871946746,-17.4657382175224
1,145.509239186856,-17.4205578459734
1,145.518287012503,-17.465808592129
1,145.527702122106,-17.4658785213470
1,145.537117275279,-17.4659480051675
1,145.565362993426,-17.4661537841532
1,145.574778318091,-17.4662214862935
1,145.584193684934,-17.4662887429915
1,145.603024544037,-17.4664219200260
1,145.650102410413,-17.4667470667675
1,145.716013093458,-17.4671835605338
1,145.706597165363,-17.4671225409197
1,145.697181275547,-17.4670610757461
1,145.687765424290,-17.466999165021
1,145.67834961187,-17.4669368087524
1,145.593609093675,-17.4663555542386
1,145.659518104653,-17.4668107596175
1,145.499826481875,-17.4204872205706
1,145.640686756124,-17.4666829284069
1,145.631271142063,-17.4666183445440
1,145.621855568510,-17.4665533151872
1,145.612440035741,-17.4664878403451
1,145.753738654889,-17.4583861998116
1,145.725429059554,-17.4672441345805
1,145.668933838565,-17.4668740069485
1,145.556018927867,-17.4570493883036
1,145.593678454483,-17.4573191576099
1,145.528064728764,-17.4206977643024
1,145.537477565135,-17.4207670572105
1,145.546890444748,-17.4208359059356
1,145.584263509717,-17.4572523830838
1,145.574848606840,-17.4571851633516
1,145.791401478100,-17.4586185651526
1,145.556303367324,-17.4209043104688
1,145.621923537335,-17.4575168098645
1,145.546604152328,-17.4569808330055
1,145.537189419792,-17.4569118325367
1,145.527774730536,-17.4568423869059
1,145.518360084839,-17.4567724961224
1,145.508945482979,-17.4567021601951
1,145.499530925235,-17.4566313791333
1,145.565433746130,-17.4571174984219
1,145.678414796480,-17.4579000926519
1,145.642086178837,-17.2769130521390
1,145.744323040588,-17.4583269950730
1,145.734907463445,-17.4582673449882
1,145.725491923737,-17.4582072495652
1,145.716076421743,-17.4581467088118
1,145.706660957742,-17.4580857227358
1,145.60309344086,-17.4573854869211
1,145.687830144832,-17.4579624146478
1,145.61250846857,-17.4574513710088
1,145.668999487233,-17.4578373253655
1,145.659584217371,-17.4577741127968
1,145.650168987172,-17.4577104549541
1,145.640753796914,-17.4576463518455
1,145.518651935911,-17.4206280272203
1,145.631338646875,-17.4575818034795
1,145.772569993850,-17.4585032732201
1,145.697245532013,-17.4580242913451
1,145.800698936411,-17.4767498197403
1,145.651492146832,-17.2769764509073
1,145.480477024731,-17.4835962755714
1,145.471061208600,-17.4835240401752
1,145.461645437729,-17.4834513589474
1,145.471588634165,-17.4202726795201
1,145.744261104637,-17.4673639459399
1,145.810115696446,-17.4768064144241
1,145.857594107192,-17.4138213043657
1,145.78186552313,-17.4766352927364
1,145.772448870441,-17.4765773604311
1,145.744199131520,-17.4764008883929
1,145.734782625858,-17.4763411726982
1,145.771106904720,-17.6753900931525
1,145.715949727171,-17.4762204038324
1,145.548028746603,-17.2762548457356
1,145.555805149705,-17.4841581076850
1,145.631136010908,-17.4846914013102
1,145.621719508493,-17.4846263004598
1,145.612303046883,-17.4845607536342
1,145.602886626355,-17.4844947608421
1,145.593470247189,-17.4844283220919
1,145.584053909662,-17.4843614373924
1,145.489892885842,-17.4836680651265
1,145.565221360642,-17.4842263301802
1,145.499308791656,-17.4837394088312
1,145.546388981522,-17.4840894392757
1,145.536972856371,-17.4840203249612
1,145.527556774530,-17.4839507647503
1,145.518140736279,-17.4838807586523
1,145.508724741894,-17.4838103066762
1,145.678284388145,-17.4759735164166
1,145.574637614053,-17.4842941067522
1,145.800758122960,-17.4677126855914
1,145.697116980524,-17.4760978517173
1,145.508798366388,-17.4747742663508
1,145.499382880593,-17.4747034074372
1,145.489967439212,-17.4746321029087
1,145.480552042523,-17.4745603527746
1,145.471136690805,-17.4744881570443
1,145.527629470108,-17.4749146472965
1,145.810174418537,-17.4677692491831
1,145.537045087475,-17.4749841693103
1,145.791341862877,-17.4676556763633
1,145.781925638568,-17.4675982215064
1,145.772509450311,-17.467540321028
1,145.481001205252,-17.4203446373348
1,145.576245539407,-17.2764569309925
1,145.763093298384,-17.4674819749357
1,145.566839899461,-17.2763900095349
1,145.602955605872,-17.4754583446676
1,145.490116411884,-17.4565601529461
1,145.668868150503,-17.4759106800919
1,145.659451952263,-17.4758473979952
1,145.557434301767,-17.2763226477797
1,145.640619675105,-17.4757194965187
1,145.631203596744,-17.4756548771555
1,145.518213896319,-17.4748446796403
1,145.612371561849,-17.4755243012215
1,145.687700664912,-17.4760359069611
1,145.593539691247,-17.4753919424006
1,145.584123818252,-17.475325094429
1,145.574707987166,-17.4752578007617
1,145.565292198267,-17.4751900614073
1,145.555876451833,-17.4751218763747
1,145.546460748143,-17.4750532456727
1,145.621787558899,-17.4755898120536
1,145.678610115707,-17.4307898937706
1,145.744508625530,-17.4312160920263
1,145.735094439077,-17.4311565403332
1,145.725680290034,-17.4310965440363
1,145.716266178679,-17.4310361031434
1,145.706852105291,-17.4309752176625
1,145.556161233005,-17.4389768663246
1,145.688024073527,-17.4308521129680
1,145.772751406569,-17.4313920794059
1,145.669196196967,-17.4307272300171
1,145.659782317584,-17.4306641217157
1,145.650368477837,-17.4306005688746
1,145.640954678004,-17.4305365715021
1,145.631540918362,-17.4304721296066
1,145.622127199191,-17.4304072431963
1,145.697438070147,-17.4309138876013
1,145.471438167236,-17.4383445393810
1,145.480701943206,-17.4564884816428
1,145.537333578985,-17.4388394618264
1,145.527919816728,-17.4387700925642
1,145.518506098009,-17.4387002786387
1,145.509092423108,-17.4386300200589
1,145.499678792302,-17.4385593168340
1,145.753922849115,-17.4312751991079
1,145.480851664088,-17.4384165764858
1,145.763337109554,-17.4313338615703
1,145.613868516179,-17.2767202136736
1,145.623274363234,-17.2767849335138
1,145.838652486413,-17.431787154074
1,145.829237941161,-17.4317320488353
1,145.819823430536,-17.4316764989179
1,145.593886287277,-17.430209916962
1,145.490265205869,-17.4384881689732
1,145.669261688152,-17.421690514714
1,145.612713520767,-17.4303419122798
1,145.801053523437,-17.4225268889864
1,145.763397970887,-17.4222968122381
1,145.641021557971,-17.4214999611808
1,145.650434894886,-17.4215639233146
1,145.659848271706,-17.4216274411618
1,145.819881513552,-17.4226392609185
1,145.744570412902,-17.4221791075416
1,145.829295561096,-17.4226947802482
1,145.735156689456,-17.4221195886394
1,145.725743003411,-17.4220596253783
1,145.716329355046,-17.4219992177660
1,145.706915744639,-17.4219383658103
1,145.697502172468,-17.4218770695193
1,145.688088638811,-17.4218153289009
1,145.753984173472,-17.4222381820770
1,145.518579038864,-17.4296641571694
1,145.565575124211,-17.4390449015428
1,145.584472732767,-17.4301432525779
1,145.575059220117,-17.430076143722
1,145.565645749606,-17.4300085904029
1,145.556232321512,-17.4299405926294
1,145.546818936112,-17.4298721504103
1,145.810467500907,-17.4225832971621
1,145.527992294510,-17.4297339326714
1,145.60329988337,-17.4302761368655
1,145.509165827024,-17.4295939372579
1,145.499752659270,-17.4295232729459
1,145.490339535879,-17.4294521642427
1,145.480926457129,-17.4293806111576
1,145.471513423299,-17.4293086136997
1,145.632680250879,-17.2768492130050
1,145.537405593686,-17.4298032637547
1,145.574918853420,-17.4481488319398
1,145.640820797484,-17.4486097668384
1,145.631406111190,-17.4485452539659
1,145.621991465384,-17.4484802960891
1,145.612576860344,-17.4484148932166
1,145.60316229635,-17.4483490453568
1,145.546747384504,-17.4389083864162
1,145.58433329261,-17.4482160147097
1,145.565716332585,-17.4209722708011
1,145.565504456389,-17.4480812042171
1,145.556090101793,-17.4480131315507
1,145.546675789912,-17.4479446139492
1,145.537261521024,-17.4478756514217
1,145.527847295406,-17.4478062439770
1,145.518433113338,-17.4477363916243
1,145.593747773679,-17.4482827525183
1,145.697309749929,-17.4489874985181
1,145.471287519477,-17.4564163652328
1,145.678675143946,-17.4217531439631
1,145.763215277154,-17.4494079350534
1,145.744384939382,-17.4492900357958
1,145.734969826080,-17.4492304185114
1,145.725554750205,-17.4491703561336
1,145.650235523989,-17.4486738346982
1,145.706724711851,-17.449048896129
1,145.744137121229,-17.4854378224280
1,145.687894826546,-17.4489256558453
1,145.585651221329,-17.2765234121438
1,145.595056944950,-17.2765894529801
1,145.669065096517,-17.4488006353467
1,145.649969137036,-17.4848202650517
1,145.593955481698,-17.421173486505
1,145.716139712036,-17.4491098486702
1,145.612781789434,-17.4213054091428
1,145.575129340253,-17.4210397869238
1,145.669130666425,-17.4397639368959
1,145.659716323828,-17.4397007938421
1,145.650302020875,-17.4396372060038
1,145.640887757845,-17.4395731733893
1,145.631473535016,-17.4395086960069
1,145.687959469442,-17.4398888886175
1,145.612645211074,-17.4393784069723
1,145.697373929304,-17.4399506972689
1,145.622195004967,-17.4213707040865
1,145.631608261239,-17.4214355547686
1,145.603231110517,-17.4393125953370
1,145.593817051274,-17.4392463389677
1,145.584403033623,-17.4391796378732
1,145.574989057843,-17.4391124920619
1,145.622059352666,-17.4394437738651
1,145.763276211646,-17.4403709025100
1,145.659650290426,-17.4487374575371
1,145.603368614918,-17.4212396699462
1,145.509018975096,-17.4476660943726
1,145.49960488096,-17.4475953522311
1,145.490190831208,-17.447524165209
1,145.480776826117,-17.4474525333155
1,145.678545048389,-17.4398266351571
1,145.604462709992,-17.2766550534929
1,145.584542390050,-17.421106858828
1,145.753861487905,-17.4403122077432
1,145.744446801026,-17.4402530681123
1,145.735032151288,-17.4401934836251
1,145.725617538968,-17.4401334542893
1,145.716202964345,-17.4400729801127
1,145.706788427698,-17.4400120611033
1,145.471362865966,-17.4473804565600
1,145.762665219064,-17.5307408494758
1,145.545957477776,-17.5383064224223
1,145.536538559876,-17.5382370803187
1,145.527119685347,-17.5381672908495
1,145.517700854466,-17.5380970540236
1,145.44457052598,-17.2754799667474
1,145.498863324768,-17.5379552383388
1,145.696730400163,-17.5303183303023
1,145.772084627810,-17.5307994201349
1,145.574214488909,-17.5385117644489
1,145.753245846985,-17.5306818314955
1,145.743826511854,-17.5306223662017
1,145.734407213949,-17.5305624536020
1,145.724987953548,-17.5305020937044
1,145.715568730931,-17.5304412865166
1,145.668539118975,-17.5210939190797
1,145.472785869601,-17.2756965800536
1,145.640148980793,-17.5389752363879
1,145.71550509839,-17.5394780707436
1,145.706085447512,-17.5394167827099
1,145.696665834984,-17.5393550471569
1,145.687246261086,-17.5392928640927
1,145.677826726095,-17.5392302335252
1,145.668407230292,-17.5391671554628
1,145.555376438767,-17.5383753171511
1,145.649568357362,-17.5390396568858
1,145.564795442571,-17.5384437644963
1,145.630729644528,-17.5389103684281
1,145.621310348843,-17.538845053015
1,145.611891094020,-17.5387792901571
1,145.602471880336,-17.5387130798628
1,145.593052708070,-17.5386464221409
1,145.583633577501,-17.5385793170000
1,145.687311292571,-17.5302561812918
1,145.658987773954,-17.5391036299136
1,145.743888708146,-17.5215854743133
1,145.517774277863,-17.5290610260884
1,145.508355957035,-17.5289903806239
1,145.491596324256,-17.2758387879026
1,145.489519448248,-17.5288477484242
1,145.501001618425,-17.2759092314927
1,145.772145425839,-17.5217624312409
1,145.706149546377,-17.5303800320465
1,145.753307577198,-17.5216449070269
1,145.546029502738,-17.5292702798305
1,145.734469876312,-17.5215255945389
1,145.725051081973,-17.5214652677117
1,145.706213606900,-17.5213432729297
1,145.696794926722,-17.5212816049909
1,145.687376285157,-17.5212194900309
1,145.725303218011,-17.4853178793462
1,145.762726483189,-17.5217038926720
1,145.602541108162,-17.5296767145722
1,145.677892223877,-17.5301935850231
1,145.668473194362,-17.5301305415045
1,145.659054204303,-17.5300670507442
1,145.649635253980,-17.5300031127504
1,145.640216343672,-17.5299387275314
1,145.630797473657,-17.5298738950956
1,145.527192642608,-17.5291312244504
1,145.611959855624,-17.5297428886075
1,145.536611050993,-17.5292009757008
1,145.59312240211,-17.5296100933543
1,145.482191074556,-17.2757679040865
1,145.583703737745,-17.5295430249624
1,145.574285115347,-17.5294755094053
1,145.564866535193,-17.5294075466917
1,145.555447997564,-17.5293391368304
1,145.743764278336,-17.5396592496493
1,145.621378644215,-17.5298086154514
1,145.526973639866,-17.5562393980755
1,145.602333300417,-17.5567857849576
1,145.592913194888,-17.5567190542173
1,145.583493131075,-17.5566518755678
1,145.574073109258,-17.5565842490181
1,145.564653129715,-17.5565161745769
1,145.555233192725,-17.5564476522531
1,145.724924787339,-17.53953891125
1,145.536393447522,-17.5563092639934
1,145.630593864514,-17.5569832896378
1,145.517553875880,-17.5561690843110
1,145.508134155841,-17.5560983227091
1,145.498714480030,-17.5560271132790
1,145.416355595038,-17.2752593918277
1,145.781383300758,-17.5489315596540
1,145.771962922576,-17.5488733726245
1,145.545813298568,-17.5563786820556
1,145.696536588729,-17.5574284554807
1,145.771902015355,-17.5579103362124
1,145.762481206646,-17.5578516692645
1,145.753060434631,-17.5577925542600
1,145.743639699588,-17.5577329912067
1,145.734219001797,-17.5576729801123
1,145.724798341536,-17.5576125209846
1,145.611753447384,-17.5568520677803
1,145.705957134723,-17.5574902586608
1,145.621173635509,-17.5569179026765
1,145.687116081382,-17.5573662042992
1,145.677695612961,-17.5573035051243
1,145.668275183745,-17.5572403579643
1,145.658854794013,-17.5571767628273
1,145.649434444045,-17.5571127197217
1,145.640014134119,-17.5570482286557
1,145.743702007583,-17.5486961246522
1,145.715377719085,-17.5575516138314
1,145.498788924647,-17.5469911800777
1,145.762542580801,-17.5488147377759
1,145.564724307415,-17.5474799737927
1,145.555304837157,-17.5474114889600
1,145.545885409722,-17.5473425564986
1,145.536466025389,-17.5472731764175
1,145.527046684436,-17.5472033487258
1,145.583563375281,-17.5476156005364
1,145.508208133786,-17.5470623505467
1,145.592982972332,-17.5476827424298
1,145.425760525704,-17.2753333569644
1,145.435165502777,-17.2754068819408
1,145.781443704911,-17.5398945557757
1,145.772023793392,-17.5398364005974
1,145.762603918270,-17.5397777978451
1,145.753184079826,-17.5397187475265
1,145.659120594916,-17.5210304631050
1,145.517627387142,-17.5471330734324
1,145.668341226756,-17.5482037609506
1,145.734344514081,-17.5395993042212
1,145.734281776700,-17.5486361463925
1,145.724861583338,-17.5485757203447
1,145.715441427778,-17.5485148465165
1,145.706021310297,-17.5484535249159
1,145.696601231176,-17.548391755551
1,145.574143820216,-17.5475480109878
1,145.677761189126,-17.5482668735602
1,145.75312227571,-17.5487556551160
1,145.658921303861,-17.5481402006092
1,145.649501420720,-17.5480761925442
1,145.640081577612,-17.5480117367639
1,145.630661774816,-17.5479468332768
1,145.621242012611,-17.5478814820913
1,145.611822291276,-17.5478156832159
1,145.602402611090,-17.5477494366592
1,145.687181190692,-17.5483295384297
1,145.734657638459,-17.4944149667242
1,145.461493407892,-17.5015230198075
1,145.809998146581,-17.4948807197123
1,145.800580456797,-17.4948240628355
1,145.781745184065,-17.4947094099757
1,145.772327601675,-17.4946514140076
1,145.762910055641,-17.4945929716908
1,145.668736656163,-17.4939840010444
1,145.744075073754,-17.4944747480414
1,145.489743644984,-17.5017399640155
1,145.725240240634,-17.4943547390891
1,145.715822880558,-17.4942940651439
1,145.706405558509,-17.4942329448964
1,145.696988274767,-17.4941713783547
1,145.687571029609,-17.4941093655267
1,145.677957682481,-17.5211569280578
1,145.753492546241,-17.4945340830328
1,145.555662417178,-17.5022305448361
1,145.602748543228,-17.5025675677742
1,145.593331234143,-17.5025010560473
1,145.583913966717,-17.5024340978814
1,145.519812339060,-17.2760487979586
1,145.529217764973,-17.2761179208161
1,145.538623234246,-17.2761866034114
1,145.470910108402,-17.5015957808679
1,145.565079557956,-17.5022988422670
1,145.480326854192,-17.5016680956070
1,145.546245319174,-17.5021618010013
1,145.536828264221,-17.5020926107716
1,145.527411252598,-17.5020229741559
1,145.517994284585,-17.5019528911632
1,145.508577360459,-17.5018823618028
1,145.499160480499,-17.5018113860838
1,145.659319528431,-17.4939206494064
1,145.574496741229,-17.502366693285
1,145.838766765763,-17.4137125478493
1,145.480401961957,-17.4926321898501
1,145.470985681136,-17.4925599147844
1,145.81005693913,-17.4858435712684
1,145.800639714360,-17.4857869454896
1,145.781805371632,-17.4856723555607
1,145.772388254231,-17.4856143914256
1,145.678153823315,-17.4940469064206
1,145.734720150889,-17.4853780739236
1,145.508651073255,-17.4928463384949
1,145.715886322874,-17.4852572387037
1,145.706469465755,-17.4851961520039
1,145.697052646933,-17.4851346192547
1,145.687635866688,-17.4850726404643
1,145.678219125297,-17.4850102156406
1,145.668802423039,-17.4849473447919
1,145.688153165303,-17.4127785364199
1,145.574567198744,-17.4933304042613
1,145.649902440399,-17.4938568515148
1,145.640485392345,-17.4937926073779
1,145.631068384547,-17.4937279170041
1,145.621651417284,-17.4936627804018
1,145.612234490834,-17.4935971975794
1,145.602817605477,-17.4935311685455
1,145.489818287770,-17.4927040188300
1,145.583983959154,-17.4933977718778
1,145.499234658295,-17.4927754017147
1,145.565150480541,-17.4932625904680
1,145.555733804823,-17.4931943305068
1,145.546317171869,-17.4931256243866
1,145.536900581956,-17.4930564721162
1,145.527484035364,-17.4929868737048
1,145.518067532371,-17.4929168291613
1,145.63100071765,-17.5027644242335
1,145.593400761491,-17.4934646933088
1,145.715695881834,-17.5123676927155
1,145.480176503647,-17.5197398815396
1,145.510406956785,-17.2759792348478
1,145.772206187487,-17.5127254339191
1,145.762787710655,-17.5126669274373
1,145.753369270473,-17.5126079741243
1,145.743950867222,-17.5125485739879
1,145.612165893694,-17.5026336330532
1,145.725114172623,-17.5124284332756
1,145.508429802359,-17.5199543828712
1,145.706277629090,-17.5123065053631
1,145.69685941467,-17.5122448712266
1,145.687441238852,-17.5121827903138
1,145.678023101916,-17.5121202626330
1,145.668605004140,-17.5120572881922
1,145.659186945802,-17.5119938669997
1,145.734532501179,-17.5124887270357
1,145.574355699540,-17.5204392458609
1,145.649702110584,-17.5209665601417
1,145.640283666257,-17.5209022101983
1,145.630865262215,-17.5208374132830
1,145.621446898735,-17.5207721694045
1,145.612028576098,-17.5207064785711
1,145.602610294581,-17.5206403407914
1,145.489594225234,-17.5198118288164
1,145.583773856023,-17.5205067244276
1,145.499011991564,-17.5198833292634
1,145.564937585292,-17.5203713203827
1,145.555519513558,-17.5203029480018
1,145.546101484618,-17.5202341287272
1,145.536683498749,-17.5201648625678
1,145.527265556231,-17.5200951495326
1,145.517847657341,-17.5200249896307
1,145.630933010209,-17.5118009229944
1,145.593192054463,-17.5205737560740
1,145.696923864015,-17.5032081290132
1,145.649768927182,-17.5119299990636
1,145.762848901469,-17.5036299537756
1,145.753430926818,-17.5035710327917
1,145.744012989088,-17.5035116652293
1,145.734595088558,-17.5034518510962
1,145.725177225507,-17.5033915904002
1,145.470834490388,-17.5106316384219
1,145.706341612957,-17.5032697293508
1,145.480251701426,-17.5107039928382
1,145.687506153667,-17.5031460821445
1,145.678088482191,-17.5030835887527
1,145.668670849866,-17.5030206488458
1,145.659253256971,-17.5029572624322
1,145.649835703784,-17.5028934295201
1,145.640418190584,-17.5028291501177
1,145.659385760192,-17.4848840279261
1,145.715759400214,-17.5033308831491
1,145.55559098676,-17.5112667506691
1,145.621583285260,-17.5026992518758
1,145.621515112414,-17.511735714878
1,145.612097255451,-17.5116700600517
1,145.602679439599,-17.5116039585241
1,145.593261665137,-17.5115374103037
1,145.583843932344,-17.5114704153993
1,145.772266912763,-17.5036884281734
1,145.565008592876,-17.5113350855731
1,145.640350948558,-17.5118656843924
1,145.546173423427,-17.5111979691162
1,145.536755903155,-17.5111287409234
1,145.527338426224,-17.5110590660998
1,145.517920992912,-17.5109889446543
1,145.508503603497,-17.5109183765962
1,145.499086258259,-17.5108473619347
1,145.489668957476,-17.5107759006789
1,145.574426241497,-17.5114029738195
1,145.556940859974,-17.3395773907231
1,145.773353757564,-17.3410208886229
1,145.622803424826,-17.3400414728928
1,145.613394362805,-17.3399765015518
1,145.603985341716,-17.3399110881592
1,145.594576361837,-17.3398452327236
1,145.585167423446,-17.3397789352535
1,145.641621670557,-17.3401700893866
1,145.566349672237,-17.3396450142446
1,145.651030853712,-17.3402337345226
1,145.547532090308,-17.339509325202
