"PA","lon","lat"
1,146.274488933507,-19.0516211106155
1,146.416883707036,-19.0973121001734
1,146.274528204906,-19.0425841991538
1,146.264985578702,-19.0515835116433
1,146.38813218577,-19.1604789088799
1,146.302923609007,-19.0698048805091
1,146.341013022322,-19.0518706054546
1,146.340870136011,-19.0880186710685
1,146.293533952197,-19.0426578918906
1,146.350375720504,-19.0880524249972
1,146.302848002752,-19.0878787530555
1,146.426140287998,-19.1696387446690
1,146.322116071925,-19.0246907299060
1,146.255482246383,-19.0515454234725
1,146.274331625905,-19.0877686672628
1,146.350551703373,-19.0428672348209
1,146.341048693487,-19.0428335667846
1,146.369146970801,-19.1513775892337
1,146.255320818607,-19.0876928257193
1,146.378656230864,-19.1514099875154
1,146.331545703756,-19.0427994097614
1,146.265104868358,-19.0244728080284
1,146.388165509978,-19.1514418937978
1,146.397674807850,-19.1514733080766
1,146.321859027857,-19.0879496925125
1,146.426202811100,-19.1515645988508
1,146.283837063025,-19.087805852735
1,146.283992310506,-19.0516582203843
1,146.293342522071,-19.0878425480008
1,146.312502571769,-19.0517666144211
1,146.322006034642,-19.0518017673278
1,146.331509518257,-19.0518364310071
1,146.407184124188,-19.1515042303478
1,146.312539785923,-19.0427296287724
1,146.416693458702,-19.1515346606072
1,146.331364571698,-19.0879844269054
1,146.397642001499,-19.1605103391065
1,146.227139616739,-19.0152809178317
1,146.359846584463,-19.0971227169243
1,146.378622388804,-19.1604469864001
1,146.331654137599,-19.0156882926308
1,146.40711952903,-19.1695783148696
1,146.340834363994,-19.0970556651874
1,146.397609176677,-19.1695473612008
1,146.397477692580,-19.2056953601515
1,146.359602852328,-19.1603816646973
1,146.331328283893,-19.0970214035909
1,146.131752898075,-19.0871520639073
1,146.378791408654,-19.1152619026591
1,146.321822224267,-19.0969866515150
1,146.31231618541,-19.0969514089642
1,146.302810167611,-19.0969156759433
1,146.312278844983,-19.1059883411076
1,146.388098842799,-19.1695159150249
1,146.283759307749,-19.1058796153522
1,146.30277231112,-19.1059525899026
1,146.406990120463,-19.2057263766353
1,146.189091199365,-19.0241548925058
1,146.246101310488,-19.0243962597478
1,146.236599565983,-19.0243572529445
1,146.227097844817,-19.0243177577060
1,146.151130829520,-19.014947543165
1,146.217596147283,-19.0242777740377
1,146.160631840155,-19.0149909235359
1,146.170132876447,-19.0150338157643
1,146.179633938106,-19.0150762198446
1,146.416629899568,-19.1696087760270
1,146.198592824266,-19.0241963414322
1,146.255603078043,-19.0244347781108
1,146.189135024842,-19.0151181357713
1,146.208137272380,-19.0152005031415
1,146.217638432602,-19.0152409545743
1,146.388331849735,-19.1062566844539
1,146.236640824501,-19.0153203929085
1,146.246142055597,-19.0153593797995
1,146.160586474578,-19.0240276152978
1,146.4073774736,-19.0972817625691
1,146.208094473669,-19.0242373019446
1,146.388265370070,-19.1243307949638
1,146.189266352579,-18.9880078120565
1,146.198765925703,-18.9880491763604
1,146.208265523305,-18.9880900532475
1,146.246264152684,-18.9882486865206
1,146.359881324886,-19.0880856886872
1,146.454253777858,-19.2962443318716
1,146.331581868810,-19.0337623796144
1,146.208008803607,-19.0423108727868
1,146.416438792593,-19.2238309077127
1,146.387898390688,-19.2237377640133
1,146.492324844657,-19.2963541456929
1,146.227014230076,-19.0423914107036
1,146.350163884653,-19.1422743589553
1,146.25556282359,-19.0334716688124
1,146.160767782971,-18.9878807946984
1,146.378757642765,-19.1242989372637
1,146.369249934495,-19.1242665883134
1,146.359742245552,-19.1242337481171
1,146.350234576227,-19.1242004166793
1,146.340726926812,-19.1241665940042
1,146.406957722827,-19.2147633697064
1,146.340977330998,-19.0609076352216
1,146.407151835699,-19.1605412770756
1,146.321969314071,-19.060838761993
1,146.312465336583,-19.0608035911613
1,146.302961380132,-19.0607679308575
1,146.293457445009,-19.0607317810863
1,146.444675055850,-19.3142895568549
1,146.511360472914,-19.2964060763463
1,146.321932572753,-19.0698757477479
1,146.321674802183,-19.1331343982426
1,146.331182927855,-19.1331692210691
1,146.340691074023,-19.1332035524178
1,146.350199240397,-19.133237392284
1,146.359707426685,-19.1332707406633
1,146.378723857840,-19.1333359629437
1,146.388232102123,-19.1333678368362
1,146.397740365155,-19.1333992192246
1,146.407248646645,-19.1334301101047
1,146.293419158990,-19.0697687123120
1,146.283914730596,-19.0697320544028
1,146.473202464114,-19.3234112231893
1,146.264905939846,-19.0696572694674
1,146.179766804222,-18.9879659603412
1,146.407087204176,-19.1786153437261
1,146.331473312306,-19.0608734433480
1,146.132269444104,-18.9877493907884
1,146.407409634957,-19.088244653404
1,146.407022499898,-19.1966893746125
1,146.397510591335,-19.1966583738350
1,146.255401578070,-19.0696191424511
1,146.435619924538,-19.1787052952532
1,146.312428080359,-19.0698405589893
1,146.397576333378,-19.1785843743561
1,146.150855166494,-19.0691674267228
1,146.35953303791,-19.1784555693473
1,146.340941619507,-19.069944656082
1,146.331437085900,-19.0699104467803
1,146.170267280923,-18.9879236212200
1,146.387998701262,-19.1966268798007
1,146.198679423964,-19.0061227767265
1,146.141676210874,-19.0058670185248
1,146.255683518678,-19.0063609699822
1,146.246182777662,-19.0063224909431
1,146.236682059685,-19.0062835239624
1,146.227181365036,-19.0062440690451
1,146.435249338909,-19.2871494907482
1,146.208180046885,-19.0061636954219
1,146.350269892148,-19.1151634321446
1,146.189178825532,-19.0060813701158
1,146.321711688874,-19.1240974749602
1,146.179678251880,-19.0060394755952
1,146.359672588196,-19.1423077242778
1,146.160677180076,-19.0059542228463
1,146.151176682504,-19.0059108646292
1,146.217680694006,-19.0062041261966
1,146.407054861134,-19.1876523636416
1,146.255522546372,-19.0425085506009
1,146.426171558348,-19.1606016762253
1,146.246019751115,-19.0424699929058
1,146.274606681141,-19.0245103494957
1,146.463800948228,-19.2872355279530
1,146.369284217066,-19.1152295701491
1,146.416566268862,-19.1876828557035
1,146.170177703297,-19.0059970931701
1,146.397543471599,-19.1876213785686
1,146.444766525040,-19.2871786655946
1,146.302734433274,-19.1149894949299
1,146.312241483493,-19.1150252643208
1,146.321748554781,-19.1150605427424
1,146.331255646847,-19.1150953301899
1,146.454283728243,-19.2872073446641
1,146.245856355589,-19.0786173521667
1,146.283953531506,-19.0606951418525
1,146.283875907771,-19.0787689580314
1,146.198722687075,-18.9970859809992
1,146.264866086675,-19.0786941349929
1,146.312353504778,-19.0879144678943
1,146.189222601442,-18.997044595543
1,146.397707595734,-19.1424362681148
1,146.302885816549,-19.0788418212429
1,146.160541083337,-19.0330642981283
1,146.23651697892,-19.0424309462716
1,146.227056049265,-19.0333545886645
1,146.236558284124,-19.0333941040667
1,146.246060542329,-19.0334331307844
1,146.454133808422,-19.3323921908728
